16:12:31.712 [main] INFO  com.solvd.essay.Main - EssayModule{id=1, moduleDescription='Big equipment module'}
16:12:31.718 [main] INFO  com.solvd.essay.persistence.jdbcImpl.AbstracDao - All the elements were added to the list successfully
16:12:31.719 [main] INFO  com.solvd.essay.Main - EssayModule{id=1, moduleDescription='Big equipment module'}
16:12:31.719 [main] INFO  com.solvd.essay.Main - EssayModule{id=2, moduleDescription='Small equipment module'}
16:12:31.719 [main] INFO  com.solvd.essay.Main - EssayModule{id=3, moduleDescription='Intermediate equipment module'}
16:12:31.720 [main] INFO  com.solvd.essay.Main - EssayModule{id=5, moduleDescription='module 125'}
16:12:31.720 [main] INFO  com.solvd.essay.Main - EssayModule{id=6, moduleDescription='module 125'}
16:12:31.724 [main] INFO  com.solvd.essay.Main - EssayModule{id=7, moduleDescription='module 125'}
16:12:31.724 [main] INFO  com.solvd.essay.Main - EssayModule{id=8, moduleDescription='module 125'}
16:12:31.724 [main] INFO  com.solvd.essay.Main - EssayModule{id=9, moduleDescription='module 125'}
16:12:31.725 [main] INFO  com.solvd.essay.Main - EssayModule{id=10, moduleDescription='module 125'}
16:12:31.725 [main] INFO  com.solvd.essay.Main - EssayModule{id=11, moduleDescription='module 125'}
16:12:31.725 [main] INFO  com.solvd.essay.Main - EssayModule{id=12, moduleDescription='module 125'}
16:12:31.725 [main] INFO  com.solvd.essay.Main - EssayModule{id=13, moduleDescription='module 125'}
16:12:31.725 [main] INFO  com.solvd.essay.Main - EssayModule{id=14, moduleDescription='module 125'}
16:12:31.725 [main] INFO  com.solvd.essay.Main - EssayModule{id=15, moduleDescription='module 125'}
16:12:31.726 [main] INFO  com.solvd.essay.Main - EssayModule{id=16, moduleDescription='module 125'}
16:12:31.726 [main] INFO  com.solvd.essay.Main - EssayModule{id=17, moduleDescription='module 125'}
16:12:31.726 [main] INFO  com.solvd.essay.Main - EssayModule{id=18, moduleDescription='module 125'}
16:12:31.726 [main] INFO  com.solvd.essay.Main - EssayModule{id=19, moduleDescription='module 125'}
16:12:31.726 [main] INFO  com.solvd.essay.Main - EssayModule{id=20, moduleDescription='module 125'}
16:12:31.726 [main] INFO  com.solvd.essay.Main - EssayModule{id=21, moduleDescription='module 125'}
16:12:31.726 [main] INFO  com.solvd.essay.Main - EssayModule{id=22, moduleDescription='module 125'}
16:12:31.727 [main] INFO  com.solvd.essay.Main - EssayModule{id=23, moduleDescription='module 125'}
16:12:31.730 [main] INFO  com.solvd.essay.persistence.jdbcImpl.AbstracDao - Object was added to database successfully the row affected was: 1
16:12:31.736 [main] INFO  com.solvd.essay.persistence.jdbcImpl.AbstracDao - The object was updated successfully the row affected was: 1
16:12:31.743 [main] INFO  com.solvd.essay.Main - BatchInfo{id=null, batchNumber='null'}
16:12:31.745 [main] INFO  com.solvd.essay.persistence.jdbcImpl.AbstracDao - All the elements were added to the list successfully
16:12:31.746 [main] INFO  com.solvd.essay.Main - BatchInfo{id=1, batchNumber='PR1001'}
16:12:31.746 [main] INFO  com.solvd.essay.Main - BatchInfo{id=2, batchNumber='PR1002'}
16:12:31.747 [main] INFO  com.solvd.essay.Main - BatchInfo{id=3, batchNumber='PR1003'}
16:12:31.747 [main] INFO  com.solvd.essay.Main - BatchInfo{id=4, batchNumber='l584adf555'}
16:12:31.747 [main] INFO  com.solvd.essay.Main - BatchInfo{id=6, batchNumber='l584adf555'}
16:12:31.747 [main] INFO  com.solvd.essay.Main - BatchInfo{id=7, batchNumber='l584adf555'}
16:12:31.747 [main] INFO  com.solvd.essay.Main - BatchInfo{id=8, batchNumber='l584adf555'}
16:12:31.747 [main] INFO  com.solvd.essay.Main - BatchInfo{id=9, batchNumber='l584adf555'}
